"genus","species","taxon"
"Skeletonema","Skeletonema potamos","Bacillariophyceae"
"Skeletonema","Skeletonema subsalsum","Bacillariophyceae"
"Skeletonema","Skeletonema sp.","Bacillariophyceae"
"Stellarima","Stellarima microtrias","Bacillariophyceae"
"Stellarima","Stellarima stellaris","Bacillariophyceae"
"Stephanodiscus","Stephanodiscus alpinus","Bacillariophyceae"
"Stephanodiscus","Stephanodiscus binderanus","Bacillariophyceae"
"Stephanodiscus","Stephanodiscus hantzschii","Bacillariophyceae"
"Stephanodiscus","Stephanodiscus minutulus","Bacillariophyceae"
"Stephanodiscus","Stephanodiscus neoastraea","Bacillariophyceae"
"Stephanodiscus","Stephanodiscus parvus","Bacillariophyceae"
"Stephanodiscus","Stephanodiscus rotula","Bacillariophyceae"
"Stephanodiscus","Stephanodiscus subtilis","Bacillariophyceae"
"Stephanodiscus","Stephanodiscus sp.","Bacillariophyceae"
"Stephanopyxis","Stephanopyxis turris","Bacillariophyceae"
"Terpsinoe","Terpsinoe americana","Bacillariophyceae"
"Thalassiosira","Thalassiosira angulata","Bacillariophyceae"
"Thalassiosira","Thalassiosira anguste-lineata","Bacillariophyceae"
"Thalassiosira","Thalassiosira baltica","Bacillariophyceae"
"Thalassiosira","Thalassiosira decipiens","Bacillariophyceae"
"Thalassiosira","Thalassiosira eccentrica","Bacillariophyceae"
"Thalassiosira","Thalassiosira gravida","Bacillariophyceae"
"Thalassiosira","Thalassiosira guillardii","Bacillariophyceae"
"Thalassiosira","Thalassiosira hyalina","Bacillariophyceae"
"Thalassiosira","Thalassiosira hyperborea","Bacillariophyceae"
"Thalassiosira","Thalassiosira hyperborea","Bacillariophyceae"
"Thalassiosira","Thalassiosira lacustris","Bacillariophyceae"
"Thalassiosira","Thalassiosira leptopus","Bacillariophyceae"
"Thalassiosira","Thalassiosira levanderi","Bacillariophyceae"
"Thalassiosira","Thalassiosira nordenskioeldii","Bacillariophyceae"
"Thalassiosira","Thalassiosira proschkinae","Bacillariophyceae"
"Thalassiosira","Thalassiosira pseudonana","Bacillariophyceae"
"Thalassiosira","Thalassiosira rotula","Bacillariophyceae"
"Thalassiosira","Thalassiosira weissflogii","Bacillariophyceae"
"Thalassiosira","Thalassiosira sp.","Bacillariophyceae"
"Triceratium","Triceratium favus","Bacillariophyceae"
"Urosolenia","Urosolenia eriensis","Bacillariophyceae"
"Urosolenia","Urosolenia longiseta","Bacillariophyceae"
"Achnanthes","Achnanthes bottnica","Bacillariophyceae"
"Achnanthes","Achnanthes brevipes","Bacillariophyceae"
"Achnanthes","Achnanthes brevipes","Bacillariophyceae"
"Achnanthes","Achnanthes 
clevei","Bacillariophyceae"
"Achnanthes","Achnanthes conspicua","Bacillariophyceae"
"Achnanthes","Achnanthes delicatula","Bacillariophyceae"
"Achnanthes","Achnanthes delicatula","Bacillariophyceae"
"Achnanthes","Achnanthes dispar","Bacillariophyceae"
"Achnanthes","Achnanthes exigua","Bacillariophyceae"
"Achnanthes","Achnanthes flexella","Bacillariophyceae"
"Achnanthes","Achnanthes hungarica","Bacillariophyceae"
"Achnanthes","Achnanthes laevis","Bacillariophyceae"
"Achnanthes","Achnanthes lanceolata","Bacillariophyceae"
"Achnanthes","Achnanthes lanceolata","Bacillariophyceae"
"Achnanthes","Achnanthes lanceolata","Bacillariophyceae"
"Achnanthes","Achnanthes latissima","Bacillariophyceae"
"Achnanthes","Achnanthes lemmermannii","Bacillariophyceae"
"Achnanthes","Achnanthes levanderi","Bacillariophyceae"
"Achnanthes","Achnanthes longipes","Bacillariophyceae"
"Achnanthes","Achnanthes minuscula","Bacillariophyceae"
"Achnanthes","Achnanthes minutissima","Bacillariophyceae"
"Achnanthes","Achnanthes oblongella","Bacillariophyceae"
"Achnanthes","Achnanthes parvula","Bacillariophyceae"
"Achnanthes","Achnanthes peragalli","Bacillariophyceae"
"Achnanthes","Achnanthes petersenii","Bacillariophyceae"
"Achnanthes","Achnanthes pusilla","Bacillariophyceae"
"Achnanthes","Achnanthes rosenstockii","Bacillariophyceae"
"Achnanthes","Achnanthes rostrata","Bacillariophyceae"
"Achnanthes","Achnanthes subsalsa","Bacillariophyceae"
"Achnanthes","Achnanthes suchlandtii","Bacillariophyceae"
"Achnanthes","Achnanthes taeniata","Bacillariophyceae"
"Achnanthes","Achnanthes thermalis","Bacillariophyceae"
"Achnanthes","Achnanthes sp.","Bacillariophyceae"
"Amphipleura","Amphipleura pellucida","Bacillariophyceae"
"Amphiprora","Amphiprora alata","Bacillariophyceae"
"Amphiprora","Amphiprora costata","Bacillariophyceae"
"Amphiprora","Amphiprora kjellmanii","Bacillariophyceae"
"Amphiprora","Amphiprora ornata","Bacillariophyceae"
"Amphiprora","Amphiprora paludosa","Bacillariophyceae"
"Amphiprora","Amphiprora paludosa","Bacillariophyceae"
"Amphiprora","Amphiprora pseudoduplex","Bacillariophyceae"
"Amphiprora","Amphiprora sp.","Bacillariophyceae"
"Amphora","Amphora bacillaris","Bacillariophyceae"
"Amphora","Amphora coffeaeformis","Bacillariophyceae"
"Amphora","Amphora commutata","Bacillariophyceae"
"Amphora","Amphora copulata","Bacillariophyceae"
"Amphora","Amphora delicatissima","Bacillariophyceae"
"Amphora","Amphora holsatica","Bacillariophyceae"
"Amphora","Amphora lineolata","Bacillariophyceae"
"Amphora","Amphora micrometra","Bacillariophyceae"
"Amphora","Amphora normanii","Bacillariophyceae"
"Amphora","Amphora ovalis","Bacillariophyceae"
"Amphora","Amphora pediculus","Bacillariophyceae"
"Amphora","Amphora perpusilla","Bacillariophyceae"
"Amphora","Amphora proteus","Bacillariophyceae"
"Amphora","Amphora robusta","Bacillariophyceae"
"Amphora","Amphora veneta","Bacillariophyceae"
"Amphora","Amphora sp.","Bacillariophyceae"
"Aneumastus","Aneumastus tusculus","Bacillariophyceae"
"Anomoeoneis","Anomoeoneis sphaerophora","Bacillariophyceae"
"Anomoeoneis","Anomoeoneis sphaerophora","Bacillariophyceae"
"Anomoeoneis","Anomoeoneis sphaerophora","Bacillariophyceae"
"Ardissonea","Ardissonea crystallina","Bacillariophyceae"
"Ardissonea","Ardissonea fulgens","Bacillariophyceae"
"Asterionella","Asterionella formosa","Bacillariophyceae"
"Asterionellopsis","Asterionellopsis glacialis","Bacillariophyceae"
"Asterionellopsis","Asterionellopsis kariana","Bacillariophyceae"
"Auricula","Auricula complexa","Bacillariophyceae"
"Auricula","Auricula decipiens","Bacillariophyceae"
"Auricula","Auricula hoffmannii","Bacillariophyceae"
"Auricula","Auricula minuta","Bacillariophyceae"
"Bacillaria","Bacillaria paxillifera","Bacillariophyceae"
"Berkeleya","Berkeleya rutilans","Bacillariophyceae"
"Bleakeleya","Bleakeleya notata","Bacillariophyceae"
"Brachysira","Brachysira brebissonii","Bacillariophyceae"
"Brachysira","Brachysira serians","Bacillariophyceae"
"Brachysira","Brachysira vitrea","Bacillariophyceae"
"Brebissonia","Brebissonia lanceolata","Bacillariophyceae"
"Caloneis","Caloneis amphisbaena","Bacillariophyceae"
"Caloneis","Caloneis bacillum","Bacillariophyceae"
"Caloneis","Caloneis crassa","Bacillariophyceae"
"Caloneis","Caloneis molaris","Bacillariophyceae"
"Caloneis","Caloneis permagna","Bacillariophyceae"
"Caloneis","Caloneis schumanniana","Bacillariophyceae"
"Caloneis","Caloneis silicula","Bacillariophyceae"
"Caloneis","Caloneis subsalina","Bacillariophyceae"
"Caloneis","Caloneis sp.","Bacillariophyceae"
"Campylodiscus","Campylodiscus bicostatus","Bacillariophyceae"
"Campylodiscus","Campylodiscus clypeus","Bacillariophyceae"
"Campylodiscus","Campylodiscus echeneis","Bacillariophyceae"
"Campylodiscus","Campylodiscus hibernicus","Bacillariophyceae"
"Campylodiscus","Campylodiscus noricus","Bacillariophyceae"
"Campylodiscus","Campylodiscus sp.","Bacillariophyceae"
"Catacombas","Catacombas gaillonii","Bacillariophyceae"
"Catenula","Catenula adhaerens","Bacillariophyceae"
"Cavinula","Cavinula cocconeiformis","Bacillariophyceae"
"Cavinula","Cavinula lacustris","Bacillariophyceae"
"Cavinula","Cavinula pseudoscutiformis","Bacillariophyceae"
"Cavinula","Cavinula variostriata","Bacillariophyceae"
"Cocconeis","Cocconeis costata","Bacillariophyceae"
"Cocconeis","Cocconeis disculus","Bacillariophyceae"
"Cocconeis","Cocconeis neodiminuta","Bacillariophyceae"
"Cocconeis","Cocconeis neothumensis","Bacillariophyceae"
"Cocconeis","Cocconeis pediculus","Bacillariophyceae"
"Cocconeis","Cocconeis pinnata","Bacillariophyceae"
"Cocconeis","Cocconeis placentula","Bacillariophyceae"
"Cocconeis","Cocconeis placentula","Bacillariophyceae"
"Cocconeis","Cocconeis placentula","Bacillariophyceae"
"Cocconeis","Cocconeis placentula","Bacillariophyceae"
"Cocconeis","Cocconeis scutellum","Bacillariophyceae"
"Cocconeis","Cocconeis scutellum","Bacillariophyceae"
"Cocconeis","Cocconeis scutellum","Bacillariophyceae"
"Cocconeis","Cocconeis scutellum","Bacillariophyceae"
"Cocconeis","Cocconeis stauroneiformis","Bacillariophyceae"
"Cocconeis","Cocconeis sp.","Bacillariophyceae"
"Cosmioneis","Cosmioneis lundstroemii","Bacillariophyceae"
"Cosmioneis","Cosmioneis pusilla","Bacillariophyceae"
"Craticula","Craticula ambigua","Bacillariophyceae"
"Craticula","Craticula cuspidata","Bacillariophyceae"
"Craticula","Craticula halophila","Bacillariophyceae"
"Ctenophora","Ctenophora pulchella","Bacillariophyceae"
"Cylindrotheca","Cylindrotheca closterium","Bacillariophyceae"
"Cylindrotheca","Cylindrotheca gracilis","Bacillariophyceae"
"Cymatopleura","Cymatopleura elliptica","Bacillariophyceae"
"Cymatopleura","Cymatopleura elliptica","Bacillariophyceae"
"Cymatopleura","Cymatopleura solea","Bacillariophyceae"
"Cymbella","Cymbella affinis","Bacillariophyceae"
"Cymbella","Cymbella amphicephala","Bacillariophyceae"
"Cymbella","Cymbella amphioxys","Bacillariophyceae"
"Cymbella","Cymbella aspera","Bacillariophyceae"
"Cymbella","Cymbella cesatii","Bacillariophyceae"
"Cymbella","Cymbella cistula","Bacillariophyceae"
"Cymbella","Cymbella cuspidata","Bacillariophyceae"
"Cymbella","Cymbella cymbiformis","Bacillariophyceae"
"Cymbella","Cymbella ehrenbergii","Bacillariophyceae"
"Cymbella","Cymbella estonica","Bacillariophyceae"
"Cymbella","Cymbella falaisiensis","Bacillariophyceae"
"Cymbella","Cymbella gracilis","Bacillariophyceae"
"Cymbella","Cymbella helvetica","Bacillariophyceae"
"Cymbella","Cymbella hustedtii","Bacillariophyceae"
"Cymbella","Cymbella lanceolata","Bacillariophyceae"
"Cymbella","Cymbella leptoceros","Bacillariophyceae"
"Cymbella","Cymbella microcephala","Bacillariophyceae"
"Cymbella","Cymbella naviculiformis","Bacillariophyceae"
"Cymbella","Cymbella obtusiuscula","Bacillariophyceae"
"Cymbella","Cymbella pusilla","Bacillariophyceae"
"Cymbella","Cymbella reinhardtii","Bacillariophyceae"
"Cymbella","Cymbella rupicola","Bacillariophyceae"
"Cymbella","Cymbella tumida","Bacillariophyceae"
"Cymbella","Cymbella tumidula","Bacillariophyceae"
"Cymbella","Cymbella sp.","Bacillariophyceae"
"Diatoma","Diatoma constricta","Bacillariophyceae"
"Diatoma","Diatoma ehrenbergii","Bacillariophyceae"
"Diatoma","Diatoma hyemalis","Bacillariophyceae"
"Diatoma","Diatoma mesodon","Bacillariophyceae"
"Diatoma","Diatoma moniliformis","Bacillariophyceae"
"Diatoma","Diatoma tenuis","Bacillariophyceae"
"Diatoma","Diatoma vulgaris","Bacillariophyceae"
"Diatoma","Diatoma vulgaris","Bacillariophyceae"
"Diatoma","Diatoma vulgaris","Bacillariophyceae"
"Diatoma","Diatoma vulgaris","Bacillariophyceae"
"Diatoma","Diatoma sp.","Bacillariophyceae"
"Didymosphenia","Didymosphenia geminata","Bacillariophyceae"
"Diploneis","Diploneis bombus","Bacillariophyceae"
"Diploneis","Diploneis coffaeiformis","Bacillariophyceae"
"Diploneis","Diploneis didyma","Bacillariophyceae"
"Diploneis","Diploneis domblittensis","Bacillariophyceae"
"Diploneis","Diploneis elliptica","Bacillariophyceae"
"Diploneis","Diploneis finnica","Bacillariophyceae"
"Diploneis","Diploneis interrupta","Bacillariophyceae"
"Diploneis","Diploneis interrupta","Bacillariophyceae"
"Diploneis","Diploneis interrupta","Bacillariophyceae"
"Diploneis","Diploneis mauleri","Bacillariophyceae"
"Diploneis","Diploneis oblongella","Bacillariophyceae"
"Diploneis","Diploneis oculata","Bacillariophyceae"
"Diploneis","Diploneis ovalis","Bacillariophyceae"
"Diploneis","Diploneis papula","Bacillariophyceae"
"Diploneis","Diploneis puella","Bacillariophyceae"
"Diploneis","Diploneis smithii","Bacillariophyceae"
"Diploneis","Diploneis smithii","Bacillariophyceae"
"Diploneis","Diploneis smithii","Bacillariophyceae"
"Diploneis","Diploneis smithii","Bacillariophyceae"
"Diploneis","Diploneis smithii","Bacillariophyceae"
"Diploneis","Diploneis stroemii","Bacillariophyceae"
"Diploneis","Diploneis vacillans","Bacillariophyceae"
"Diploneis","Diploneis sp.","Bacillariophyceae"
"Encyonema","Encyonema caespitosum","Bacillariophyceae"
"Encyonema","Encyonema elginense","Bacillariophyceae"
"Encyonema","Encyonema gracile","Bacillariophyceae"
"Encyonema","Encyonema hyndmanii","Bacillariophyceae"
"Encyonema","Encyonema lacustre","Bacillariophyceae"
"Encyonema","Encyonema minutum","Bacillariophyceae"
"Encyonema","Encyonema norvegica","Bacillariophyceae"
"Encyonema","Encyonema perpusillum","Bacillariophyceae"
"Encyonema","Encyonema prostratum","Bacillariophyceae"
"Encyonema","Encyonema silesiacum","Bacillariophyceae"
"Epithemia","Epithemia adnata","Bacillariophyceae"
"Epithemia","Epithemia argus","Bacillariophyceae"
"Epithemia","Epithemia frickei","Bacillariophyceae"
"Epithemia","Epithemia hyndmannii","Bacillariophyceae"
"Epithemia","Epithemia sorex","Bacillariophyceae"
"Epithemia","Epithemia turgida","Bacillariophyceae"
"Epithemia","Epithemia turgida","Bacillariophyceae"
"Epithemia","Epithemia turgida","Bacillariophyceae"
"Epithemia","Epithemia sp.","Bacillariophyceae"
"Eunotia","Eunotia arcus","Bacillariophyceae"
"Eunotia","Eunotia arcus","Bacillariophyceae"
"Eunotia","Eunotia bilunaris","Bacillariophyceae"
"Eunotia","Eunotia bilunaris","Bacillariophyceae"
"Eunotia","Eunotia diodon","Bacillariophyceae"
"Eunotia","Eunotia exigua","Bacillariophyceae"
"Eunotia","Eunotia faba","Bacillariophyceae"
"Eunotia","Eunotia fallax","Bacillariophyceae"
"Eunotia","Eunotia glacialis","Bacillariophyceae"
"Eunotia","Eunotia implicata","Bacillariophyceae"
"Eunotia","Eunotia incisa","Bacillariophyceae"
"Eunotia","Eunotia minor","Bacillariophyceae"
"Eunotia","Eunotia pectinalis","Bacillariophyceae"
"Eunotia","Eunotia praerupta","Bacillariophyceae"
"Eunotia","Eunotia praerupta","Bacillariophyceae"
"Eunotia","Eunotia septentrionalis","Bacillariophyceae"
"Eunotia","Eunotia serra","Bacillariophyceae"
"Eunotia","Eunotia [suecica","Bacillariophyceae"
"Eunotia","Eunotia tenella","Bacillariophyceae"
"Eunotia","Eunotia zasuminensis","Bacillariophyceae"
"Eunotia","Eunotia sp.","Bacillariophyceae"
"Fallacia","Fallacia cryptolyra","Bacillariophyceae"
"Fallacia","Fallacia pygmaea","Bacillariophyceae"
"Fallacia","Fallacia subhamulata","Bacillariophyceae"
"Fragilaria","Fragilaria alpestris","Bacillariophyceae"
"Fragilaria","Fragilaria [bidens","Bacillariophyceae"
"Fragilaria","Fragilaria capucina","Bacillariophyceae"
"Fragilaria","Fragilaria capucina","Bacillariophyceae"
"Fragilaria","Fragilaria capucina","Bacillariophyceae"
"Fragilaria","Fragilaria capucina","Bacillariophyceae"
"Fragilaria","Fragilaria crotonensis","Bacillariophyceae"
"Fragilaria","Fragilaria heidenii","Bacillariophyceae"
"Fragilaria","Fragilaria hyalina","Bacillariophyceae"
"Fragilaria","Fragilaria istvanffyi","Bacillariophyceae"
"Fragilaria","Fragilaria nitzschioides","Bacillariophyceae"
"Fragilaria","Fragilaria striatula","Bacillariophyceae"
"Fragilaria","Fragilaria vaucheriae","Bacillariophyceae"
"Fragilaria","Fragilaria sp.","Bacillariophyceae"
"Fragilariforma","Fragilariforma virescens","Bacillariophyceae"
"Fragilariforma","Fragilariforma virescens","Bacillariophyceae"
"Fragilariforma","Fragilariforma virescens","Bacillariophyceae"
"Fragilariopsis","Fragilariopsis cylindrus","Bacillariophyceae"
"Fragilariopsis","Fragilariopsis oceanica","Bacillariophyceae"
"Frustulia","Frustulia rhomboides","Bacillariophyceae"
"Frustulia","Frustulia rhomboides","Bacillariophyceae"
"Frustulia","Frustulia vulgaris","Bacillariophyceae"
"Gomphonema","Gomphonema acuminatum","Bacillariophyceae"
"Gomphonema","Gomphonema acuminatum","Bacillariophyceae"
"Gomphonema","Gomphonema acuminatum","Bacillariophyceae"
"Gomphonema","Gomphonema acuminatum","Bacillariophyceae"
"Gomphonema","Gomphonema affine","Bacillariophyceae"
"Gomphonema","Gomphonema angustatum","Bacillariophyceae"
"Gomphonema","Gomphonema angustatum","Bacillariophyceae"
"Gomphonema","Gomphonema apicatum","Bacillariophyceae"
"Gomphonema","Gomphonema augur","Bacillariophyceae"
"Gomphonema","Gomphonema bohemicum","Bacillariophyceae"
"Gomphonema","Gomphonema clavatum","Bacillariophyceae"
"Gomphonema","Gomphonema gracile","Bacillariophyceae"
"Gomphonema","Gomphonema grovei","Bacillariophyceae"
"Gomphonema","Gomphonema helveticum","Bacillariophyceae"
"Gomphonema","Gomphonema olivaceum","Bacillariophyceae"
"Gomphonema","Gomphonema olivaceum","Bacillariophyceae"
"Gomphonema","Gomphonema parvulum","Bacillariophyceae"
"Gomphonema","Gomphonema parvulum","Bacillariophyceae"
"Gomphonema","Gomphonema truncatum","Bacillariophyceae"
"Gomphonema","Gomphonema sp.","Bacillariophyceae"
"Gomphonemopsis","Gomphonemopsis exigua","Bacillariophyceae"
"Gomphonemopsis","Gomphonemopsis pseudexigua","Bacillariophyceae"
"Grammatophora","Grammatophora marina","Bacillariophyceae"
"Grammatophora","Grammatophora oceanica","Bacillariophyceae"
"Grammatophora","Grammatophora oceanica","Bacillariophyceae"
"Grammatophora","Grammatophora sp.","Bacillariophyceae"
"Gyrosigma","Gyrosigma acuminatum","Bacillariophyceae"
"Gyrosigma","Gyrosigma attenuatum","Bacillariophyceae"
"Gyrosigma","Gyrosigma balticum","Bacillariophyceae"
"Gyrosigma","Gyrosigma diaphanum","Bacillariophyceae"
"Gyrosigma","Gyrosigma distortum","Bacillariophyceae"
"Gyrosigma","Gyrosigma eximium","Bacillariophyceae"
"Gyrosigma","Gyrosigma fasciola","Bacillariophyceae"
"Gyrosigma","Gyrosigma hippocampus","Bacillariophyceae"
"Gyrosigma","Gyrosigma macrum","Bacillariophyceae"
"Gyrosigma","Gyrosigma nodiferum","Bacillariophyceae"
"Gyrosigma","Gyrosigma obscurum","Bacillariophyceae"
"Gyrosigma","Gyrosigma parkeri","Bacillariophyceae"
"Gyrosigma","Gyrosigma scalproides","Bacillariophyceae"
"Gyrosigma","Gyrosigma spenceri","Bacillariophyceae"
"Gyrosigma","Gyrosigma strigilis","Bacillariophyceae"
"Gyrosigma","Gyrosigma tenuirostrum","Bacillariophyceae"
"Gyrosigma","Gyrosigma tenuissimum","Bacillariophyceae"
"Gyrosigma","Gyrosigma wansbeckii","Bacillariophyceae"
"Gyrosigma","Gyrosigma sp.","Bacillariophyceae"
"Hannaea","Hannaea arcus","Bacillariophyceae"
"Hantzschia","Hantzschia amphioxys","Bacillariophyceae"
"Hantzschia","Hantzschia amphioxys","Bacillariophyceae"
"Hantzschia","Hantzschia spectabilis","Bacillariophyceae"
"Hantzschia","Hantzschia virgata","Bacillariophyceae"
"Hantzschia","Hantzschia virgata","Bacillariophyceae"
"Hantzschia","Hantzschia vivax","Bacillariophyceae"
"Haslea","Haslea crucigera","Bacillariophyceae"
"Licmophora","Licmophora abbreviata","Bacillariophyceae"
"Licmophora","Licmophora communis","Bacillariophyceae"
"Licmophora","Licmophora debilis","Bacillariophyceae"
"Licmophora","Licmophora ehrenbergii","Bacillariophyceae"
"Licmophora","Licmophora gracilis","Bacillariophyceae"
"Licmophora","Licmophora gracilis","Bacillariophyceae"
"Licmophora","Licmophora juergensii","Bacillariophyceae"
"Licmophora","Licmophora oedipus","Bacillariophyceae"
"Licmophora","Licmophora paradoxa","Bacillariophyceae"
"Licmophora","Licmophora sp.","Bacillariophyceae"
"Luticola","Luticola mutica","Bacillariophyceae"
"Luticola","Luticola nivalis","Bacillariophyceae"
"Lyrella","Lyrella abrupta","Bacillariophyceae"
"Lyrella","Lyrella lyra","Bacillariophyceae"
"Martyana","Martyana atomus","Bacillariophyceae"
"Martyana","Martyana martyi","Bacillariophyceae"
"Martyana","Martyana schulzii","Bacillariophyceae"
"Mastogloia","Mastogloia baltica","Bacillariophyceae"
"Mastogloia","Mastogloia braunii","Bacillariophyceae"
"Mastogloia","Mastogloia elliptica","Bacillariophyceae"
"Mastogloia","Mastogloia exigua","Bacillariophyceae"
"Mastogloia","Mastogloia pumila","Bacillariophyceae"
"Mastogloia","Mastogloia smithii","Bacillariophyceae"
"Mastogloia","Mastogloia smithii","Bacillariophyceae"
"Mastogloia","Mastogloia smithii","Bacillariophyceae"
"Meridion","Meridion circulare","Bacillariophyceae"
"Meridion","Meridion circulare","Bacillariophyceae"
"Meuniera","Meuniera membranacea","Bacillariophyceae"
"Navicula","Navicula ammophila","Bacillariophyceae"
"Navicula","Navicula amphibola","Bacillariophyceae"
"Navicula","Navicula arenaria","Bacillariophyceae"
"Navicula","Navicula atomus","Bacillariophyceae"
"Navicula","Navicula cancellata","Bacillariophyceae"
"Navicula","Navicula capitata","Bacillariophyceae"
"Navicula","Navicula capitata","Bacillariophyceae"
"Navicula","Navicula capitata","Bacillariophyceae"
"Navicula","Navicula cari","Bacillariophyceae"
"Navicula","Navicula cincta","Bacillariophyceae"
"Navicula","Navicula citrus","Bacillariophyceae"
"Navicula","Navicula compositestriata","Bacillariophyceae"
"Navicula","Navicula costulata","Bacillariophyceae"
"Navicula","Navicula crucicula","Bacillariophyceae"
"Navicula","Navicula cryptocephala","Bacillariophyceae"
"Navicula","Navicula cryptotenella","Bacillariophyceae"
"Navicula","Navicula digitoradiata","Bacillariophyceae"
"Navicula","Navicula directa","Bacillariophyceae"
"Navicula","Navicula duerrenbergiana","Bacillariophyceae"
"Navicula","Navicula erifuga","Bacillariophyceae"
"Navicula","Navicula flanatica","Bacillariophyceae"
"Navicula","Navicula graciloides","Bacillariophyceae"
"Navicula","Navicula granii","Bacillariophyceae"
"Navicula","Navicula gregaria","Bacillariophyceae"
"Navicula","Navicula hustedtii","Bacillariophyceae"
"Navicula","Navicula jentzschii","Bacillariophyceae"
"Navicula","Navicula kotschyi","Bacillariophyceae"
"Navicula","Navicula krasskei","Bacillariophyceae"
"Navicula","Navicula lanceolata","Bacillariophyceae"
"Navicula","Navicula lapidosa","Bacillariophyceae"
"Navicula","Navicula laterostrata","Bacillariophyceae"
"Navicula","Navicula lesmonensis","Bacillariophyceae"
"Navicula","Navicula lucidula","Bacillariophyceae"
"Navicula","Navicula menisculus","Bacillariophyceae"
"Navicula","Navicula meniscus","Bacillariophyceae"
"Navicula","Navicula microcephala","Bacillariophyceae"
"Navicula","Navicula minima","Bacillariophyceae"
"Navicula","Navicula minuscula","Bacillariophyceae"
"Navicula","Navicula minuscula","Bacillariophyceae"
"Navicula","Navicula oblonga","Bacillariophyceae"
"Navicula","Navicula palpebralis","Bacillariophyceae"
"Navicula","Navicula pelagica","Bacillariophyceae"
"Navicula","Navicula pelliculosa","Bacillariophyceae"
"Navicula","Navicula peregrina","Bacillariophyceae"
"Navicula","Navicula peregrina","Bacillariophyceae"
"Navicula","Navicula peregrina","Bacillariophyceae"
"Navicula","Navicula peregrina","Bacillariophyceae"
"Navicula","Navicula perminuta","Bacillariophyceae"
"Navicula","Navicula phyllepta","Bacillariophyceae"
"Navicula","Navicula platystoma","Bacillariophyceae"
"Navicula","Navicula protracta","Bacillariophyceae"
"Navicula","Navicula pseudotuscula","Bacillariophyceae"
"Navicula","Navicula radiosa","Bacillariophyceae"
"Navicula","Navicula reinhardtii","Bacillariophyceae"
"Navicula","Navicula rhynchocephala","Bacillariophyceae"
"Navicula","Navicula salinarum","Bacillariophyceae"
"Navicula","Navicula salinarum","Bacillariophyceae"
"Navicula","Navicula schoenfeldii","Bacillariophyceae"
"Navicula","Navicula scutelloides","Bacillariophyceae"
"Navicula","Navicula similis","Bacillariophyceae"
"Navicula","Navicula striolata","Bacillariophyceae"
"Navicula","Navicula subtilissima","Bacillariophyceae"
"Navicula","Navicula transitans","Bacillariophyceae"
"Navicula","Navicula transitans","Bacillariophyceae"
"Navicula","Navicula tripunctata","Bacillariophyceae"
"Navicula","Navicula vanhoeffenii","Bacillariophyceae"
"Navicula","Navicula vaucheriae","Bacillariophyceae"
"Navicula","Navicula veneta","Bacillariophyceae"
"Navicula","Navicula ventralis","Bacillariophyceae"
"Navicula","Navicula viridula","Bacillariophyceae"
"Navicula","Navicula viridula","Bacillariophyceae"
"Navicula","Navicula vitabunda","Bacillariophyceae"
"Navicula","Navicula vulpina","Bacillariophyceae"
"Navicula","Navicula sp.","Bacillariophyceae"
"Neidium","Neidium affine","Bacillariophyceae"
"Neidium","Neidium binodis","Bacillariophyceae"
"Neidium","Neidium dubium","Bacillariophyceae"
"Neidium","Neidium iridis","Bacillariophyceae"
"Neidium","Neidium productum","Bacillariophyceae"
"Neosynedra","Neosynedra provincialis","Bacillariophyceae"
"Nitzschia","Nitzschia acicularis","Bacillariophyceae"
"Nitzschia","Nitzschia acicularis","Bacillariophyceae"
"Nitzschia","Nitzschia acula","Bacillariophyceae"
"Nitzschia","Nitzschia amphibia","Bacillariophyceae"
"Nitzschia","Nitzschia angularis","Bacillariophyceae"
"Nitzschia","Nitzschia capitellata","Bacillariophyceae"
"Nitzschia","Nitzschia clausii","Bacillariophyceae"
"Nitzschia","Nitzschia communis","Bacillariophyceae"
"Nitzschia","Nitzschia commutata","Bacillariophyceae"
"Nitzschia","Nitzschia dissipata","Bacillariophyceae"
"Nitzschia","Nitzschia dubia","Bacillariophyceae"
"Nitzschia","Nitzschia elegantula","Bacillariophyceae"
"Nitzschia","Nitzschia fasciculata","Bacillariophyceae"
"Nitzschia","Nitzschia filiformis","Bacillariophyceae"
"Nitzschia","Nitzschia fonticola","Bacillariophyceae"
"Nitzschia","Nitzschia frigida","Bacillariophyceae"
"Nitzschia","Nitzschia frustulum","Bacillariophyceae"
"Nitzschia","Nitzschia gandersheimiensis","Bacillariophyceae"
"Nitzschia","Nitzschia gracilis","Bacillariophyceae"
"Nitzschia","Nitzschia hantzschiana","Bacillariophyceae"
"Nitzschia","Nitzschia homburgiensis","Bacillariophyceae"
"Nitzschia","Nitzschia hybrida","Bacillariophyceae"
"Nitzschia","Nitzschia inconspicua","Bacillariophyceae"
"Nitzschia","Nitzschia intermedia","Bacillariophyceae"
"Nitzschia","Nitzschia lacunarum","Bacillariophyceae"
"Nitzschia","Nitzschia linearis","Bacillariophyceae"
"Nitzschia","Nitzschia longissima","Bacillariophyceae"
"Nitzschia","Nitzschia lorenziana","Bacillariophyceae"
"Nitzschia","Nitzschia microcephala","Bacillariophyceae"
"Nitzschia","Nitzschia nana","Bacillariophyceae"
"Nitzschia","Nitzschia obtusa","Bacillariophyceae"
"Nitzschia","Nitzschia ovalis","Bacillariophyceae"
"Nitzschia","Nitzschia palea","Bacillariophyceae"
